album,data,musica,letra
'The Reve Festival 2022 - Feel My Rhythm',2022,Rainbow Halo,"Rainbow halo
After the rain, my heart clears up
The moment I see you reflected above
Wonderful things happen before my eyes
I'm pleasantly surprised
Drawn across the sky
The light spreading, painting my heart
How is it that every time you look
It's filled with different colors
I can't help but love you
It's unbearable
When strange, unnamed emotions
Overwhelm me
Feeling like
I'm holding you in my arms
The spot where you fell with a thud
A picture someone quickly drew
This is clearly love
The rainbow halo floating above
Rainbow halo dance
Rainbow rainbow halo dance
Rainbow halo dance
Rainbow rainbow halo dance
Rainbow halo dance
Rainbow rainbow halo
The rainbow halo floating above
Somewhere, our mysterious, subtle story
Like a child lost in a strange land
A reality more unbelievable than fantasy
Perfect, much more than imagined
A ribbon cut neatly
Tied around my ankle
Stretching my arms, jumping up
The bar I hung from
In that moment, turning into tall stairs
Following you
You say beautiful things
You seem much more beautiful
Though short, it feels like our souls connect
The feeling of eyes whispering quietly
The spot where you fell with a thud
A picture someone quickly drew
This is clearly love
The rainbow halo floating above
Rainbow halo dance
Rainbow rainbow halo dance
Rainbow halo dance
Rainbow rainbow halo dance
Rainbow halo dance
Rainbow rainbow halo
The rainbow halo floating above
Things like time and emotions
Each have different colors
Mixing, dispersing, filling up
Becoming light, falling as droplets
Purple dawn, yellow afternoon
Spreading in the orange sunset
Pale excitement, green tonight
Even if roughly drawn, it's beautiful
The spot where you fell with a thud
A picture someone quickly drew
This is clearly love
The rainbow halo floating above
Rainbow halo dance
Rainbow rainbow halo dance
Rainbow halo dance
Rainbow rainbow halo dance
Rainbow halo dance
Rainbow rainbow halo
The rainbow halo floating above
Rainbow halo
Rainbow halo"
'The Reve Festival 2022 - Feel My Rhythm',2022,Befg For Me,"Dance for me
Work for me
Beg for me
Dance for me
Work for me
Beg for me
It's useless in the end, corner
Meet, whatever you want, whatever you want
I call the shot, I'm the hunter
I'll take it all, if I want, if I want
Seems like catching, listening
Seems like catching, listening
More than that, don't know tail
Instincts are urging me
Instincts are shouting
The moment we collide is risky, yeah
Oh, my gosh, all the others
Already bet bet bet for me (for me, for me, for me)
On and on, you're getting impatient
Craving to be-be-best for me (for me, for me)
If you felt the good vibes
Bet bet bet, bad girl
I won't have your heart (hey!)
Keep asking, savoring
(Yeah you can't stop it)
Keep making you fall for me
(You look so crazy)
The more you fall, the more dangerous
Knowing, your eyes keep shining on me
One word from a good boy and you shout
Yeah, girl, girl, girl
(Ah, ooh) dance for me
Work for me
Beg for me
(Ah, ooh) dance for me
Work for me
Beg for me
(Ah, ooh) dance for me
Work for me
Beg for me
Bad girl, girl, girl
Engrave me in your heart, ey
But do you know there's no reason for me to be like you
Bring out your face more (bring out your freak)
(Oh, ooh) seems like not you
Seems like not you
Even you, a busy tail that gives chills
I've been waiting
I've been waiting
Until the end, whiskey, yeah
My, my, my all the others
Already d-d-dive for me (for me, for me, for me)
More and more, you're getting desperate
How could you d-d-die for me (for me, for me)
If you felt the good vibes
Bet bet bet, bad girl
I won't have your heart (hey!)
Keep asking, savoring
(Yeah you can't stop it)
Keep making you fall for me
(You look so crazy)
The more you fall, the more dangerous
Knowing, your eyes keep shining on me
One word from a good boy and you dance
Yeah, girl, girl, girl
I'm bossing it real nasty
But still keeping it classy
Celebrate the shining me
I won't easily give in
So follow my follow my lead
Opportunities are rare
Deep black rather than ambiguous gray
You know I'm holding the keys
Just bet for me now, beg for me
If you wanted good love
Back back back
Bad girl won't be forgotten (hey) (beg for me, beg for me)
Keep making you only look for me
(Yeah you can't stop it)
Keep making you let go of everything
(You look so crazy)
The more you do this, the more fabulous
Knowing, your eyes keep shining on me
One word from a good boy and you dance
Yeah, girl, girl, girl
(Ah, ooh) dance for me
Work for me
Beg for me (yeah yeah)
(Ah, ooh) dance for me
Work for me (beg for me, baby)
Dance for me
Work for me
Beg for me
Bad girl, girl, girl
Beg for me, baby"
'The Reve Festival 2022 - Feel My Rhythm',2022,BAMBOLEO,"To the left to right I sway all night
To the left to right I feel the vibe
To the left to right I come alive
Sway, oh
Tonight without anyone knowing
The distant music comes closer
This strange tremor gradually approaches
Spreading throughout my body, oh, oh
The swaying lights all around
Feels like once in a lifetime
The moment I close my eyes
My two feet feel light as if flying in the sky
I dance as if possessed
Oh, overflowing feels of sway
Move as you're drawn
Just shake off your shaken head
Sway, sudden breath
Continues to beat my heart
Wakes me up, just sway
Gently open my eyes, facing the mirror
My gestures and movements have changed, look at those eyes
I like the other me more than myself
Secretly borrowing tomorrow for a moment
It's already too early to finish
Seize the chance, the better me I wanted
Even if this night is messy, it's fine
Dance like once in a lifetime
So nice to be free for a moment
My transparent heart is filled with wine
Shoot up to the white moon above
Oh, overflowing feels of sway
Move as you're drawn
Just shake off your shaken head
Sway, sudden breath
Continues to beat my heart
Wakes me up, just sway
Sway, oh
Sway, oh (oh-oh)
To the left, to right, I sway all night
To the left, to right, I feel the vibe
To the left, to right, I come alive (ooh-ooh, yeah-yeah)
To the left, to right, I sway all night
To the left, to right, I feel the vibe (oh-oh, oh-woah, oh-oh-oh)
To the left, to right, I come alive (I can fly to the moon)
Oh, overflowing feels of sway (ooh-ooh-ooh)
Move as you're drawn
Just keep swaying as you are
Sway, my heartbeats (ooh-ooh)
Naturally follow the body
Keep dancing, just sway
Now look at me
Sway, oh (ooh-ooh-ooh)
Sway, oh (woo!)
I like this feeling right now
Sway, oh-oh"
'The Reve Festival 2022 - Feel My Rhythm',2022,"Good, Bad, Ugly","Nananana
Oh, whoa, whoa
You, you’re so beautiful tell me
Somehow even on those slightly failed days
Moments I want to be in sometimes
Make it sound deep like it's nothing
What kind of taste will today bring
Will it be sweet or a little bitter
Slowly taste each one
Sometimes good, sometimes bad, sometimes ugly
But I love me
Perfectly suits my taste
An unselectable package
Exciting (exciting)
Imagine (every day and every night)
No one knows, but it's more exciting
Life is a box of chocolates
Tears pouring, a bitter feeling
Every choice is difficult, bitter as a rum
But it's just for a moment, secretly
Sweetness wraps around, erasing the high standards
Can't avoid it
How about enjoying it to the fullest
Slowly taste each one (taste it)
Sometimes good, sometimes bad, sometimes ugly
But I love me
Perfectly suits my taste
An unselectable package
Exciting (exciting)
Imagine (every day and every night)
No one knows, but it's more exciting
Life is a box of chocolates
Oh, close your eyes and choose
Because not knowing is more attractive
This exciting betting
As attracted, All in (all in)
Without hesitation, I want to fall into it
Anything is fine 'Cause I’m ready
Sometimes good, sometimes bad, sometimes ugly
But I love it (oh, yeah, I love it)
Beautifully arranged chocolate buffet
Just the thought makes me excited (sweetly excited)
What kind of taste will tomorrow bring (still)
No one knows, but it's more exciting
Life is a box of chocolates
Every day I just love me
Yeah, life is a box of chocolates"
'The Reve Festival 2022 - Feel My Rhythm',2022,In My Dreams,"In my dreams, you love me back
Just like dancing
We spin and spin in the air just for the two of us uh
crossing the long night
It seems like we can reach anywhere quickly, yeah
endless laughter
steps on the clouds
Your candy-like eyes are like a dream
tickling voice
A touch like a feather
I pray that it stays in eternity
In my dreams, you love me back
In my dreams, you love me back
Even in my dreams, it’s a dream
Even though I know, I still love you
Like this, don’t wake me up
Trick me sweetly
In my dreams
I want to go back
I’m going mad, looking for you in my dreams
a little further away
Without knowing the way back to reality, yeah
A promise to last forever
Petals that were flying full of flowers
In that happy ending that seemed like a fantasy
I wake up like I'm falling apart
I was dazed for a while
I close my eyes again and try to sleep
In my dreams, you love me back
In my dreams, you love me back
Even in my dreams, it’s a dream
Even though I know, I still love you
Like this, don’t wake me up
Trick me sweetly
In my dreams
We are happily forever after
In my dreams
I'm so ecstatic that I can't open my eyes
In my dreams, you love me back
In my dreams, you love me back
Even in my dreams, it’s a dream
Even though I know, I still love you
Like this, don’t wake me up
Lock me in your arms
In my dreams, you love me back
(In my dreams, in my dreams, ooh)
In my dreams, you love me back (yeah)
In my dreams, you love me back"
iScreaM Vol.12: Bad Boy Remixes,2021,Bad Boy - PREP Remix,ERRO AO ACESSAR A PÁGINA
iScreaM Vol.12: Bad Boy Remixes,2021,Bad Boy - nomad Remix,ERRO AO ACESSAR A PÁGINA
iScreaM Vol.12: Bad Boy Remixes,2021,Bad Boy - Slom Remix,ERRO AO ACESSAR A PÁGINA
Queendom - The 6th Mini Album,2021,Queendom,"(Queens)
Ah-yeah, ah-yeah
Ah-yeah, ah-yeah
Dururururu, uh-huh
Ah-yeah, ah-yeah
Ah-yeah, ah-yeah
Yeah
Hey, here we go again
Under the dazzling sunlight
You smile widely like a child (hmm, yeah)
Oh, hey! In the same dream
Continuously calling us
Wonderland beyond distant memories
We are queens in the red castle
Don't need a crown to dazzle
A paradigm we've created together
Definitely a different stereotype
The more we shine with our poses
Problems? Throw them up to the sky
We are making the rules
'Cause we are queens and kings
Raise your hands higher
The more we gather, the more beautifully shining bling bling
Even if it rains
Strong and beautiful
A rainbow completed with different colors
Ladida-do ba-badida
Ladida-do ba-badida
Shall we start again?
That's our queendom, yeah
Ladida-do ba-badida
Ladida-do ba-badida
The moment we hold hands
That's our queendom (hoo)
We, we, we strong, nothing missing
Wake up, the answer is simple
Be the boss, blow the whistle (oh)
The bigger world is paying attention to you
Shall we open the festival? (Shall we)
I'll hold your hand (hold it)
It's the moment we've been waiting for (now)
Unfold it like yourself
Come to my carnival
Climax? It starts now
Watch out! We are making the rules (oh, yeah)
'Cause we are queens and kings
Raise your hands higher
The more we gather, the more beautifully shining bling bling
Even if it rains
Strong and beautiful
A rainbow completed with different colors
Shout louder, we do it better
Break through the darkness, follow the light
A new color, the name is together
It's now or never, we got forever
'Cause we are queens and kings (oh)
Raise your hands higher
The more we gather, the more beautifully shining bling bling (oh, oh)
Even if it rains (no)
Strong and beautiful (ooh, whoa)
A rainbow completed with different colors
Ladida-do ba-badida (oh, yeah)
Ladida-do ba-badida (oh, yeah)
Shall we start again?
That's our queendom, yeah
Ladida-do ba-badida (oh, yeah)
Ladida-do ba-badida (oh, yeah)
The moment we hold hands
That's our queendom, yeah (queendom)"
Queendom - The 6th Mini Album,2021,Pose,LETRA INDISPONÍVEL
Queendom - The 6th Mini Album,2021,Knock On Wood,LETRA INDISPONÍVEL
Queendom - The 6th Mini Album,2021,Better Be,ERRO AO ACESSAR A PÁGINA
Queendom - The 6th Mini Album,2021,Pushin' N Pullin',ERRO AO ACESSAR A PÁGINA
Queendom - The 6th Mini Album,2021,"Hello, Sunset","Yeah, yeah, yeah
Oh, oh yeah
The scent tainted in your gaze
I didn't realize it was familiar
At the end of the hot summer
Excitement spreads again
Memories swaying behind your shoulders
The wind swaying along with your gaze
It feels like I just saw love
Your heart is so beautiful
I'll sing to you with the sky full of it
The moment our eyes meet again, Fall in love
Thank you for waiting for me
I'll hold you tight
Going around this summer
The time passing by
I say hello
Hello, hello, hello
The words I want to say
I haven't told you yet
But passionately again
Hello, hello, hello, yeah
Looking back, somehow today
Feels like tears will fall
It seems like a dream that will disappear when I wake up
Even when our eyes meet, it's a night I miss
The shadow that leans over my face
Resembles you
Becoming one feeling
But sometimes I get scared, yeah
Remember the deepening night sky
Leaving traces of our hearts
Promise me not to forget this summer
Going around this season
The day we'll meet again
Always like today
Hello, hello, hello
Did you have a good time without saying goodbye
The day I'll embrace you
Passionately again
Hello, hello, hello, yeah
Going around this summer (going around)
The time passing by (passing by)
I say hello
Hello, hello, hello (hello, hello, yeah)
You and I like the first time (you and I)
Always in the same way (huh, oh)
Passionately us
Hello, hello, hello, yeah (huh, oh)
Passionately again, hello
Oh woo, oh yeah"
Our Beloved Boa #4 - SM STATION,2020,Milky Way,"What kind of feelings should I share with you, yeah
I've been waiting for the thrill of drawing you in
Though we can't share the time that's passed us by
Now I have so many days to give to you
The wind that brushes past me whispers to me
Suddenly, it brought the season closer here, oh
I want to go back to the days when I knew nothing
Now I see my reflection in the world coming to me
One day, I carelessly tossed aside what was precious
I’ve grown up too fast
I need you, always stay by my side
Don’t let me slip away (don’t let me slip away)
In the deep night, a world unfolds inside me
Dreams are shining bright
Flowing somewhere like this
On my milky way
When I reach out my hand, you were waiting
Dubidara durudu
Du dubidubidubi durada
I wanted us to be together in the same time
Right now, listen closely to the song I’ve been waiting for
The song of a day like mine
I believe I found a fated love
You were watching over me (watching over me)
In the place where we could always meet
I’m waiting for you
Trapped in this complicated world
I was scared, unable to reach out
But can I keep going?
Starting a new chapter, oh whoa
I need you, always stay by my side
Don’t let me slip away
In the deep night, a world unfolds inside me
Dreams are shining bright
I believe I found a fated love
You were watching over me (watching over me)
In the place where we could always meet
I’m waiting for you
Flowing somewhere like this
On my milky way"
'The ReVe Festival' Finale,2019,Psycho,"Woo
Ha, yeah (hmm)
Ya, psycho
Maybe I like you?
This is my first time feeling like this
Up and down is a bit extreme
I keep having trouble controlling it.
One thing is certain
I don't play the game
They say we're really weird
I just like it so much
you know it too well
Take control of me
It's the same for me too
We have a very strange and strange relationship.
break each other
(broken)
And then I hug you again
(And then hug again)
You got me feeling like a
Psycho, psycho
Look at us and say it over and over again
Even if we fight like we'll never see each other again
Because we stick together
They say they don’t understand
They say it's not even funny
That's right psycho, psycho
We like each other, we die, we’re idiots, we’re idiots
I feel dizzy and sad without you
I have no energy
They said they met well
Hey, now we'll be okay
Hey, trouble
You come without warning
I'm original visual
We used to be like this, yeah
I'm not afraid
(just interesting)
It's hot! Let me just hop
How shall I deal with you? Ooh
I don't know what to do, so I comfort you
Even if I kick you hard
You smile at me sometimes
How can I let go? Ooh
We are beautiful and very sad
Let's make each other shine
(Tell me now)
Like the moon and the river
And then I hug you again
You got me feeling like a
Psycho, psycho
Look at us and say it over and over again
Even if we fight like we'll never see each other again
Because we stick together
They say they don’t understand
They say it's not even funny
That's right psycho, psycho
We like each other, we die, we’re idiots, we’re idiots
I feel dizzy and sad without you
I have no energy
They said they met well
Hey, now we'll be okay
Don't look back
So let’s go like we are.
I feel you with my whole body
Everything will be okay
You got me feeling like a psycho, psycho
Look at us and say it over and over again
Even if we fight like we'll never see each other again
Because we stick together
They said they met well
Hey, now we'll be okay
Hey, now we'll be okay
Hey, now we'll be okay
Hey, now we'll be okay
Hey, now we'll be okay
It's alright
It's alright
Hey, now we'll be okay
Hey, now we'll be okay
Hey, now we'll be okay
Hey, now we'll be okay
It's alright
It's alright
we're kinda weird
Psycho"
'The ReVe Festival' Finale,2019,In & Out,"Late night (yeah)
Sweet and sour (uh)
A guilty bite, huh?
I can't resist
Just like you, suddenly making me hesitate
My hand keeps reaching out
Can't stop the thrilling sweetness
Oh-oh-oh-oh-oh
Putting it in my mouth (yeah)
Smelling the fragrance
When it touches my tongue (ay)
Then I taste it
We’re falling in and out, falling in and out
You make me dizzy, you're mysterious
Falling in and out, falling in and out
Don't run away from me
I want to be with you, I want to make you angry
I'm like this, I don't even understand my own heart
I like you, I miss you
You come and go in my heart
Late night (chocolate, coconut glazing)
Sweet and sour (almond, mint chip icing)
A guilty bite, huh? (sprinkle, put it on, crunch)
I can't resist (one bite, crispy!)
Just like you, everything is fun
Full of amazing things
Take me to a new world
Oh-oh-oh-oh-oh
Step 1: Mix it (yeah)
Step 2: Bake it
Step 3: Serve it (ay)
Then I taste it
We’re falling in and out, falling in and out
You make me dizzy, you're mysterious
Falling in and out, falling in and out
Don't run away from me
I want to be with you, I want to make you angry
I'm like this, I don't even understand my own heart
I like you, I miss you
You come and go in my heart
Curious, I want to know things about you
(Overflowing) Overflowing (oh, yeah)
Sometimes your emotions are bitter
Some days they're so big they overflow
Tell me, tell me
What should I do? (Hey, yeah)
We’re falling in and out, falling in and out (hoo)
You make me dizzy, you're mysterious (baby)
Falling in and out, falling in and out
Don't run away from me
I want to be with you, I want to make you angry (yeah)
I'm like this, I don't even understand my own heart
I like you, I miss you
You come and go in my heart"
'The ReVe Festival' Finale,2019,Remember Forever,LETRA INDISPONÍVEL
'The ReVe Festival' Finale,2019,"Eyes Locked, Hands Locked","Eyes locked, hands locked
Eyes locked, hands locked
A little awkward, greeting the morning
But it doesn’t look too bad, it seems that way
Could you begin our strange love?
If you want me, let’s share a sweet morning anytime, oh yeah
When our hearts connect, what are you thinking?
Have you fallen for me? Uh uh, have you fallen for me? Yeah
When our hearts connect, what are you thinking?
Have you fallen for me? Uh uh, have you fallen for me? Yeah
If you want to hold me, just let me know
To come through my door, give me a smile
Palms pressed together, hearts racing
Eyes locked, hands locked
Eyes locked, hands locked
Yeah, yeah
Like stars shining, maybe we
Have brushed past each other, felt each other, and moved on
Could you begin our strange love?
Caress me to the point of boredom, touch me, touch me, touch me, yeah
When our hearts connect, what are you thinking?
Have you fallen for me? Uh uh, have you fallen for me? Yeah
When our hearts connect, what are you thinking?
Have you fallen for me? Uh uh, have you fallen for me? Yeah
If you want to hold me, just let me know
To come through my door, give me a smile
Palms pressed together, hearts racing
Eyes locked, hands locked
Eyes locked, hands locked
No words can express us
Even the universe I know blesses us
Creating a circle within us
Spinning every day, getting colored
(You and I, you and I)
(You and I, you and I)
With sweet eyes, nose, and lips
Our hearts, hearts, hearts, hearts
Eyes locked, hands locked
Eyes locked, hands locked
If you want to hold me, just let me know
To come through my door, give me a smile
Palms pressed together, hearts racing
Eyes locked, hands locked
Eyes locked, hands locked
Eyes locked, hands locked
Eyes locked, hands locked
Eyes locked, hands locked
Eyes locked, hands locked"
'The ReVe Festival' Finale,2019,Ladies Night,LETRA INDISPONÍVEL
'The ReVe Festival' Finale,2019,Jumpin',ERRO AO ACESSAR A PÁGINA
'The ReVe Festival' Finale,2019,Love Is The Way,"When I see only you
Yeah yeah yeah yeah yeah
But when you speak
No no no no no
I keep doing the opposite, even I'm confused
Love is the way
I keep wandering
Sending eye contact
Yeah yeah yeah yeah yeah
It's not sincere
No no no no no
Can you untangle my twisted heart a bit?
Love is the way
It doesn't go well as I wish
Cold expression in front of me
Lips that can't speak
Actually, my heart is different Hey
I'm saying I really like you a lot
These emotions of the waves are dizzy
Even if I try to be honest, I get tangled
When you avoid eye contact, come a step closer
Oh my heart says yes
But my lips say no
Oh your lips say no
But my heart says yes
When I see only you
Yeah yeah yeah yeah yeah
But when you speak
No no no no no
I keep doing the opposite, even I'm confused
Love is the way
I keep wandering
Sending eye contact
Yeah yeah yeah yeah yeah
It's not sincere
No no no no no
Can you untangle my twisted heart a bit?
Love is the way
It doesn't go well as I wish
I know
I'm tired of this too
No matter how hard I try, it doesn't go well
Always reflecting alone at home
Back to square one in front of you
When your gaze wanders, I'm too hot
That's right
Pretending not to be
Like a jellyfish sting, it's irritating
Am I getting a fever in the middle of burning up?
Different tone from my blushing face
The reason I don't want to be caught being good
When I step back, come two steps closer
You changed the wall-like me
Oh your lips say no
But my heart says yes
When I see only you
Yeah yeah yeah yeah yeah
But when you speak
No no no no no
I keep doing the opposite, even I'm confused
Love is the way
Will you wait for me?
Sending eye contact
Yeah yeah yeah yeah yeah
It's not sincere
No no no no no
Can you untangle my twisted heart a bit?
Love is the way
I'll try to be honest
Love is the way, yeah
Will you wait for me?
Oh-uh-uh-uh
Oh-uh-oh-uh
Doing the opposite again
Oh-uh-uh-uh
What should I do
Why is this happening
What should I do
Oh-uh-uh-uh
I want to say it as it is
Oh-uh-uh-uh
My heart is always only for you
Oh-uh-uh-uh
This heart will reach you
Love is the way, yeah, love is the way"
'The ReVe Festival' Finale,2019,Carpool,ERRO AO ACESSAR A PÁGINA
'The ReVe Festival' Finale,2019,Umpah Umpah,"Umpah umpah, umpah umpah
Umpah umpah, umpah umpah
Here we go now
Umpah-pah, oh, yeah
I have to warn you to be careful
It might be deep
I've seen many, but couldn't come out
Why? I don't know
Don't ask me how deep it is, my eyes can't see
I hope you're different from those struggling
It's so frustrating and suffocating
Am I falling for you?
Don't be too scared, I'm right here, you
Just breathe, you'll be my match
Feel the rhythm as your body remembers
Like something unforgettable
Just go with the flow of your heart right now
I'm flying above the horizon
(Umpah umpah, umpah umpah)
Matching our breaths
(Umpah umpah, umpah umpah)
Matching our eyes
(Umpah umpah, umpah umpah)
You and me, like something unforgettable
Let the beat drop!
Feeling so, so hot, hot
Uh, yeah
Baby
Umpah-pah (Huh?) a bit strange (ding!) Where did you go?
Are you missing the beat again? Warning, you're getting distracted (oh yeah, yeah, yeah)
Keep being dumb dumb, just a moment, huh
Curious? This red flavor, yah
Happiness is close like Ice cream cake (ice cream cake!)
It's so chaotic and suffocating
Am I falling for you?
Don't be too scared, I'm always here for you (I'm here for you)
Just breathe, I'll soon come to mind (because of you)
Feel the rhythm as your body remembers, like (oh, yeah)
Something unforgettable (unforgettable)
Just go with the flow of your heart right now (right now)
I'm flying above the horizon
(Umpah umpah, umpah umpah)
Matching our breaths (oh, matching)
(Umpah umpah, umpah umpah)
Matching our eyes (matching)
(Umpah umpah, umpah umpah) (ooh yeah)
You and me, like something unforgettable
(Beat drop!)
(Hot, hot!)
Look at me in your eyes filled with the sun (ooh, oh yeah, look at me)
I like this unforgettable moment
Woo!
Feel the rhythm as your body remembers, like (feel the rhythm, my heart likes)
Something unforgettable (unforgettable)
Go with the flow, entrust your body to me, don't let go of my hand (right now, oh)
I'm flying above the horizon (ooh)
(Umpah umpah, umpah umpah) Matching our breaths (oh, matching)
(Umpah umpah, umpah umpah) Matching our eyes (oh, you and me, ah yeah)
(Umpah umpah, umpah umpah) (ooh yeah) I like this moment (like)
Something unforgettable (unforgettable)
Let the beat drop! (That’s right)
Feeling so, so hot, hot (hot)
Here we go now (yeah)
Umpah-pah (umpah-pah, umpah-pah)"
'The ReVe Festival' Finale,2019,LP,LETRA INDISPONÍVEL
'The ReVe Festival' Finale,2019,Parade,ERRO AO ACESSAR A PÁGINA
'The ReVe Festival' Finale,2019,Bing Bing,ERRO AO ACESSAR A PÁGINA
'The ReVe Festival' Finale,2019,Milkshake,"I like it like a milkshake
(Shake shake shake)
I like it like a milkshake
(Shake shake shake)
Milkshake!
Cold and thick milkshake
Spreading a tingling sensation
Make me crazy
Opaque you babe
Can't read you
That's why I'm drawn to you even more
Like a twist of vanilla scent
Your tone is nice, that's the clue
Softly you whirl me around
My heart digs in all night long
Oh my, it feels like I'm about to break, pingping spinning
Oh my, in this moment, I’m not a kid anymore
So high, this strange feeling is thrilling
Ah nana ooh-la-la-la I like it
Just one bite shows it all
White foam on my lips keeps coming
Even if I pretend not to notice, it’s totally you
Ah ooh-la-la-la I like it
Even in the blue waves, I think of you
Ambiguous and vague, but still
My feelings keep growing for you
Ah ooh-la-la-la I like it
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
Ah yeah ah, the taste freezes me
Who’s got me frozen?
Can't move a step, sugar
I'm addicted to your flavor
Slowly melting me
Yummy yummy yummy ya!
Can't stop this feeling
La-la-la-la-la-la-la-la
Oh my, the ground spins upside down
Oh my, getting sucked in like a black hole
So high, this dazed feeling is dizzying
Ah nana ooh-la-la-la I like it
Just one bite shows it all
White foam on my lips keeps coming
Even if I pretend not to notice, it’s totally you
Ah ooh-la-la-la I like it
Even in the blue waves, I think of you
Ambiguous and vague, but still
My feelings keep growing for you
Ah ooh-la-la-la I like it
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
Under the sun, milkshake
I want to gulp it down in one go
Make me crazy
Mysterious you babe
I want to know you
The secret inside that pure white
A blissful kiss, two roots of lips
Filling my imagination secretly
I want to be in your arms (yeah yeah yeah yeah)
Just one bite shows it all
What if my lips fly away?
Even if I drink and drink, it’s still you
Ah ooh-la-la-la I like it (ey yeah)
In a moment of carelessness, you rush in (oh)
With your sweet gaze, I get fluttery (oh)
This whole season is about you
Ah ooh-la-la-la I like it
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
(Shake it, shake, shake it, shake
Shake it, shake, come on)
I like it like a milkshake
Shake shake shake shake shake
(Shake shake shake)
(Shake it, shake, shake it, shake
Shake it, shake)
I like it like a milkshake"
'The ReVe Festival' Finale,2019,Sunny Side Up!,"Sunny side up!
Sunny side up, up!
Sunny side up!
Oh, yeah, oh, yeah (Moonshine!)
Oh, those eyes, can you move them away?
Where are you acting like an adult?
There's a temperature difference between us
In that gap, I was down, down, down
I keep getting scared
I keep getting scared, oh
Should I burn it all, should I throw it all away?
Honestly, honestly, I'm getting greedy (oh, no)
But something is a bit down, down, down
The eyes that look at me
My mouth keeps burning again (burning)
Even if I stay still, will I lose you, I'm anxious
(Woo-hoo, ooh-la-la)
Sunny side up, it's not as easy as it sounds
To rush and break it
(Woo-hoo, ooh-la-la)
The boring days are now Sunday
You're already my sun
Just a moment, just a moment, keep getting
My heart keeps burning up
Sunny side up, it's not as easy as it seems
I don't want to break us
(Woo-hoo, ooh-la-la)
You're too fast, I need time to catch up
I don't want to follow your urgent heart's virus (uh)
There's a problem in our different thoughts
In that difference, I was down, down, down (down, down)
The eyes that look at me
My mouth keeps burning again (oh yeah, oh yeah)
Even if I stay still, you're hot, I'm anxious
(Woo-hoo, ooh-la-la)
Sunny side up, it's not as easy as it sounds
To rush and break it
(Woo-hoo, ooh-la-la)
The boring days are now Sunday
You're already my sun (sunny side up)
Just a moment, just a moment (keep getting), keep getting
My heart keeps burning up
Sunny side up, it's not as easy as it seems
I don't want to break us (sunny side up, sunny)
Said I made a mistake, game over, easy (easy)
I'm fine like this, I'm still (still)
Don't shake me (oh), I might break (oh-oh)
Don't make my mind all scrambled up
Sunny side up!
Sunny side up, up!
Sunny side up!
Oh, yeah, oh, yeah
Sunny side up, it's not as easy as it sounds
To rush and break it
(Woo-hoo, ooh-la-la)
The boring days are now Sunday
You're already my sun
Just a moment, just a moment (oh-oh), I've been holding back
Will my heart burst, all of it?
Sunny side up, how about waiting a bit?
Our sun will rise soon
Sunny side up!"
'The ReVe Festival' Finale,2019,Zimzalabim,"Hoo, hahaha
Are you ready for this?
Abracadabra!
Anything, anything, don't get tired of chasing (yeah)
Always hoping, hoping, looking won't make it a dream (haha)
Bring it out, bring it out, really see your heart (uh-huh)
What do you want, want, want, tell me
Shall we make an exciting day
Throw all worries on the square earth
Na-na-na-na, na-na-na-na-na, higher
Leave yourself to the spell blooming on your lips
Na-na-na-na, na-na-na-na-na, ha
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Oh, oh, oh, see you smiling widely
Not too, not too, not too surprised, that's you
Anyone becomes happy the moment the spell is cast
Nananana, nanananana, higher
In the framed world
You, tamed, always indifferent
Follow me, what else do you need?
Hey, girls! (A-ha!) You ready? (Oh, yeah!)
Finding the dream hidden from you
Shall we run, boys, join us
With a playful voice
Shout out loud and forget everything (yo!)
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Look at the eyes full of starlight
(Shining brighter than anyone, sparkling like a jewel)
Oh, don't wander far away
(Shine dazzlingly, smile even wider)
The dream is inside you
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Abracadabra, abra-abracadabra
Abra-abracadabra, abra-abra
Nanananana (hey!), nananana (yeah!)
Nanananana, nananana (no!)
Nanananana (hey!), nananana (haha!)
Nanananana, nananana (no!)"
'The ReVe Festival' Finale,2019,La Rougue - Special Track,ERRO AO ACESSAR A PÁGINA
